Latitude,Longitude,ID
43.259073,3.176882,2641596593
43.25842,3.1784,3943455234
43.26131,3.17752,3943463395
43.25906,3.17687,3943463618
43.262,3.17612,3943464179
43.17471,6.65754,2496563435
43.25816,3.22708,2475578613
43.183031,6.607412,3044794795
43.1833,6.62824,3072733370
43.2753,3.16045,3310257137
42.77148,3.02295,1062380119
42.75778,3.0199,1062380143
42.7713,3.03608,3475217650
