Latitude,Longitude,ID,Date
44.109,3.65144,cef7beda-96cf-4984-9590-ad26dae1dcd8,2009-06-28
43.60461,2.98197,d041abd5-a6b8-406a-bee1-e06fadd9b79b,2015-07-17
44.04119,3.61169,926585c3-c248-4c7c-b3ba-d571717877b4,2023-07-16
44.03674,3.71237,03cd8fe7-e94a-45c6-bc0c-12a93c4823a8,2021-07-17
45.2096,4.79332,38f644f4-d304-44aa-aa3a-1a2d90d4813b,2023-06-16
43.53085,6.55532,c71faf8a-0b88-4518-8c01-d98392346045,2023-06-20
44.10463,3.64316,b3a46fbc-ab60-44a1-b4ca-59f79cc423f5,2009-06-28
44.10093,3.63431,ed11f07f-9960-4638-97b9-e902d3086c8f,2009-06-28
45.2096,4.79332,a1a00bdf-1085-4497-b069-d424954787c4,2023-06-16
45.20973,4.79358,09be6278-deb4-475f-b34f-f6485e33eea3,2023-06-15
45.20973,4.79358,6a010b53-d2a4-45fc-bc86-e03c550f95b6,2023-06-15
43.44735,6.10901,3da4b9e9-bb55-458a-a92d-50f4a416c005,2011-08-06
44.23093,1.97943,d0207014-86db-46e8-8d15-e08055920733,2017-07-09
45.2096,4.79332,3b6ff568-35ef-48ff-bd2e-bb4149e94389,2023-06-16
45.20973,4.79358,0dc7c143-ff47-4a03-be2d-7a45e392e6dd,2023-06-15
45.21036,4.79211,485ac412-dbbf-4dc8-8be5-3d7e0b5befc9,2023-06-15
45.2096,4.79332,4f22c3c9-7436-4b52-b7ab-44f95f1f3a7b,2023-06-16
45.2096,4.79332,4dca552d-0be7-4f82-8a55-61a2ca2f0e9c,2023-06-16
44.1069,3.87797,493a4c6d-861e-4fb1-ae48-e92e994fb37a,2023-07-09
45.2096,4.79332,27eaf1e2-4d71-4b8d-8348-ec781fe8eb20,2023-06-16
45.20973,4.79358,374484e4-0fa9-4c85-b42c-88edaa7b41e1,2023-06-15
43.63112,3.73423,5371850d-1ba3-48c0-802d-abfc9b9eb937,2010-06-30
44.08535,3.63779,fe31e24e-4045-43ba-b96b-daa18885837a,2009-06-27
45.25587,6.41422,05e2bebf-354d-4c4b-98a0-bc757b7be21e,2022-06-04
45.21036,4.79211,e5d91b09-1c3c-4ae7-aaa8-2fb9fdd5ee81,2023-06-15
45.2096,4.79332,28dc74dd-879d-4ac2-b202-6e952c69c8f2,2023-06-16
44.48832,6.42792,f3018f4f-ca48-4dd5-8833-ea8f61141ad1,2019-07-03
44.67493,6.7039,f06f4b59-8f76-4f33-b5e6-e20344b102a2,2020-07-18
44.1037,6.84947,0f3a2df0-9fb2-40b5-aedf-7f0521b8a369,2020-07-24
44.67885,6.6427,b6e9f0a5-a346-4f05-9e90-3ae896c6e04e,2020-07-16
44.16662,6.40363,d0a1ac49-4228-4ad6-979a-0b860e837c39,2018-08-05
44.82156,6.53715,e0bdc087-1681-4236-811f-807e8533a100,2017-06-16
44.73963,6.57264,9b40e51d-c3f3-4d5e-af7b-e9c1a3e9f077,2013-06-27
44.43498,6.04732,5ba7d301-de6b-4036-926b-f772a4f96228,2020-06-14
44.84408,6.57633,7bfbffc8-a4f0-45d3-b10a-679339e623c0,2010-07-06
44.50798,6.31243,1ba4aa08-09d9-4696-af7e-ac96387c9208,2010-07-11
44.77862,6.56054,3cc9b404-301d-43d0-8aa3-2945e4b0a295,2021-07-06
44.47337,6.16434,bcb5ebef-fcfa-47bc-ad78-d74fdce93505,2005-08-08
44.74222,6.58255,614e8bf3-9c4d-45d9-a184-c0f171706928,2021-07-04
44.13256,6.77222,972919d4-32b2-4532-a5ab-a8c24394259d,2020-07-24
