Latitude,Longitude,ID,Date
41.47602,9.01738,26915d1a-6537-4937-8cb6-c0e451382a66,2022-06-05
42.72462,9.19808,067d6880-d41c-485e-8521-8add7ea08ba6,2020-06-20
42.58134,8.72366,c6e7fc7b-33f4-4a7b-9809-dbbbdb8cc3e7,2022-06-21
41.60308,9.2831,174e629c-9b5d-4651-89e5-bf12e3934f69,2018-01-01
42.67195,9.28534,6257cf57-0274-4d72-90ce-39b4ab136c46,2020-01-01
41.47689,9.01759,62f64f14-afb7-4890-a486-99625974a313,2022-06-05
41.40502,9.21534,a5d6ff9b-ff9c-4ba2-98d5-c1630f6230bc,2018-01-01
42.49419,8.99467,21bd87bc-3aec-4bed-b148-9f7711233640,2019-07-05
42.50412,9.00324,310a5969-c2c4-4749-be84-054fd445739d,2019-07-03
42.47994,8.95782,6dc73556-5c1e-40e8-b9d8-6c5b4014c879,2019-07-04
41.76915,9.12528,8b79e774-0d61-4b60-b3e0-8dd9fee3b2bc,2019-06-27
42.50415,9.00135,93db8ce7-c2a0-4891-8585-18915aa11309,2019-07-03
42.20278,9.35014,7c452604-6f7b-4716-941f-7aa78f1c66c3,2019-07-01
42.46684,8.94495,de1161a8-e410-43d7-ad7b-e1506c812052,2019-07-04
41.827,9.14669,d2704825-4b31-4c30-8fa1-e548940e4288,2019-06-30
42.11962,9.48745,fe990cb7-11da-4828-8904-2d5469993444,2019-07-01
41.76772,9.22248,28769526-5c83-48ee-b073-5e848dd9fcd9,2019-06-24
41.76705,9.22347,756ac444-e19a-457d-8032-fbc40d230f7e,2019-06-24
42.50489,8.99961,e06ff50d-6b79-4c33-ab54-27d50fcb13aa,2019-07-03
42.52883,9.02116,f05e881f-e801-4b56-bfc1-e20b7b5cc006,2019-07-06
42.46257,8.94273,f4b46e41-b345-4e3d-8c4a-c6e1c1a823b0,2019-07-04
41.76664,9.22341,e8e4f2ac-2eee-4aee-9ec6-84a904581f9c,2019-06-24
42.50398,8.99995,f3341862-b881-4081-9b65-58d712ac1662,2019-07-02
42.46457,8.94429,fa70574b-61d3-404d-96c8-8bbf03006b48,2019-07-04
41.87608,9.1365,0550c439-4e9a-4a95-80ef-7afe12dbb990,2019-06-25
42.46307,8.94283,3c162992-bc00-4c35-819f-e49c5174ca59,2019-07-04
41.76688,9.22263,83abd4a8-eea2-44bb-a143-f416fc755933,2019-06-24
41.76207,9.22777,67f9278e-9305-491e-bca4-9c72834aa4e9,2019-06-24
42.49466,8.99615,04eff919-4771-45b2-90ee-0c61df915173,2019-07-05
41.76811,9.22086,0289db96-b58e-487b-a28b-91a58d80a232,2019-06-28
41.87145,9.13563,9ea6e210-62dc-42f6-8a4d-459195ad7bd4,2019-06-29
41.76988,9.12496,4a17cc18-91de-4e2f-a721-1cd50a944c02,2019-06-27
41.7702,9.12523,946c36a8-71e7-4d1b-8b86-0922a7a0ddf2,2019-06-27
41.54786,9.21431,28bf4f6c-45a8-40cb-b7ae-c70edcf821d0,2020-06-19
41.58943,9.23179,77fbf93a-ad66-48a8-8755-a7d1f6691441,2020-06-23
41.4081,9.18303,87b2474e-7734-4862-8161-9b3a54ba45ff,2019-07-22
42.07286,8.73709,049f868c-ac77-4afa-a4fa-b8d8d8d7e603,2023-06-11
41.4963,8.95305,0dd1cff9-1503-431b-ac3c-71fecee250cd,2022-06-09
41.51376,8.9499,1414c5d6-e4ab-4e18-8ebe-700de7fa0186,2022-06-03
41.47691,9.24382,8fd03a2e-cca0-4deb-9611-537c52e6381b,2022-06-06
41.53424,8.91803,b615b83b-aecf-4874-b1cf-93dbaa685d1a,2022-06-09
41.53848,8.91323,cf0b6fe0-3a0e-412c-867c-cce4dd5d74e2,2022-06-09
41.4666,9.02775,d8feb467-793b-4047-87d1-0cb593d5dfb4,2022-06-05
42.11653,9.10874,deee5169-975c-4397-9d22-1d3bbed8337e,2023-06-17
41.46597,9.0257,f85a59a4-0c01-4094-8446-97a3e500ab8d,2022-06-05
41.46833,9.02625,75d0ba5a-71e8-4d43-850b-bf409059113b,2022-06-05
41.38709,9.16599,86d3c074-643d-48da-b7c6-e7080aa959d6,2022-06-07
41.53241,8.91825,8441dc9e-3291-4f54-8085-1cb101e4b639,2022-06-09
41.38578,9.16593,a297e466-9da7-47ff-af25-66eaefb1ee72,2022-06-07
41.61335,8.94533,c6b043c0-558e-4ed5-b34e-22ab6c56c7ed,2022-06-09
41.47847,9.23657,e3b8fc40-e90a-41bd-ac93-9137cc94279a,2022-06-06
41.38047,9.17472,0a33065d-c160-4734-906c-56a59c9714e5,2012-06-13
41.42644,9.11802,19adc60d-2ad0-4402-88cd-fe602a88456e,2022-06-05
41.47355,9.01684,560109cc-1c89-4b3f-a86b-e2987a440139,2022-06-05
41.38536,9.16825,6524e72a-6123-4a6d-bd8d-2ed70dad901a,2022-06-07
41.79562,9.39483,6a30d93e-ee66-4a22-a440-028a0d0c8246,2022-06-10
