Latitude,Longitude,ID,Date
41.40502,9.21534,7e9c5c74-7fb7-41f1-8a9f-2722822b03a0,2018-01-01
42.12109,8.63719,4771f795-0ae0-4a6c-acec-62e79b3c79c9,2000-06-15
41.60308,9.2831,2dfe752e-86de-4565-bf9e-fc8763e79ece,2018-01-01
41.41605,9.25855,eb8b761e-9272-4d18-babc-ffc62e1c43f8,1971-07-21
42.72462,9.19808,31418098-c424-4656-a7e9-a2539c969019,2020-06-20
42.67195,9.28534,08924467-a150-42d9-a752-fe674a20febd,2020-01-01
41.59498,9.25025,3058c656-3310-406e-bc92-7a6e8eeee063,2020-06-23
41.44747,9.12594,653170bf-5bb0-4259-9034-59f93913a960,2019-07-21
42.08942,8.73738,d46764d4-1be2-42d2-8044-537833aff127,2023-06-15
41.99825,8.68993,defe1f36-fbd1-4ce0-9b50-e8096acac3bf,2023-06-15
42.00549,8.70645,710692b8-02ba-4c61-9a66-26797532b7d9,2023-06-15
42.65859,9.12171,ca3a9d47-4fc2-483b-9d6c-ea409eb6fb65,2020-06-22
42.70752,9.19432,468b25e5-3d53-4e90-a04a-f727b12b92e9,2020-06-24
42.70251,9.34912,83cc9191-9628-4ddd-baf2-335f3ea13783,2020-06-19
42.7187,9.22827,fc7aab16-7f54-47da-935b-d75ef15e9dcc,2020-06-24
42.71772,9.22292,676eae17-e627-4084-90ad-21ebbceedbb3,2020-06-24
41.52482,9.0116,96b9cccd-684a-4425-b9e2-782030917a19,1996-06-27
42.43016,8.75907,50404c2e-6282-4aaa-961d-7363d04ea653,2000-06-09
41.93473,8.70094,db165d45-6998-43df-bad3-d32f6a187707,2024-06-01
42.71488,9.21125,a6ef4145-85f9-4fef-8c2e-eb38032ab868,2020-06-24
42.70306,9.34245,81bf3c06-6f76-4d2f-b8a8-87c87c726aea,2020-06-19
42.7176,9.22372,a2ac9010-ed89-4a77-8036-5e3350318ecd,2020-06-24
42.67002,9.18884,1477760e-f955-4d40-bfdc-e6f291ef2cc3,2020-06-24
41.44747,9.12594,96ece786-f4ad-499b-8583-6975c59c965c,2019-07-21
41.90186,8.6195,3d4b5589-f2ad-499e-a09c-171cc3d19134,2023-06-13
42.10632,8.66103,f6862ac9-12a7-4124-ba5f-5ab89cad6513,2023-06-14
