Latitude,Longitude
44.896997,6.557062
45.90845,3.256361
47.3296432494,-2.4287436008
47.7032920072,-2.8607663638
45.9083779722,3.2563819722
50.5205622579,2.0129733905
48.254384045,7.4760588259
46.2048083333,-1.3819
48.93186848,2.14956044
43.6357332585,4.8207808658
43.0254785957,0.376627408
47.7032002314,-2.8608097062
47.8502972222,4.3978972222
45.6524913889,-0.0935075833
48.778305,2.31715
45.9076829722,3.2559149722
44.9448357349,5.543713424
45.6574043333,-0.1154631667
45.9076889722,3.255875
46.3709213745,6.3245326751
46.7537616667,5.6341466667
49.5775382685,-1.3090073401
47.5860921,1.3359475
43.6357332585,4.8207808658
49.3581866667,-1.6873616667
47.2628925745,3.070510067
45.6601365833,-0.1178556944
46.2225188993,-1.4372605357
47.5860921,1.3359475
45.9077199722,3.2561149722
45.9077279722,3.2561019722
43.5299969231,4.8867038637
46.517071678,0.6929477349
45.6756979722,-0.1760714167
46.2047616667,-1.3819116667
47.5860921,1.3359475
45.907859,3.2568009722
45.9078859722,3.2567889722
43.4927630043,3.6771487798
45.6728374444,-0.1754549167
48.6139202665,-2.2424667367
45.907929,3.2568199722
45.6715156944,-0.1635776667
45.907907,3.2568329722
45.6714933056,-0.1638937778
43.5814153006,4.8777690902
47.5860921,1.3359475
45.90912,3.2500469722
47.5860921,1.3359475
43.32918186,5.13369446
45.6704,-0.1520508056
45.909126,3.250061
43.9528379245,2.6911655813
43.5447359698,4.8822057992
45.909111,3.2500499722
45.909109,3.2500469722
45.6704,-0.1520508056
45.9098279722,3.250426
45.909835,3.2504089722
45.909576,3.250157
43.5821009258,4.8754201457
45.6690178056,-0.1396669167
45.9092229722,3.2498809722
43.6338509674,3.8632775098
47.092883936,4.1580515726
45.6465737778,-0.0985805278
45.9089919722,3.25211
46.5170891558,0.6928971674
42.400837,9.5332319722
46.3711033798,6.3248831291
44.9448357349,5.543713424
45.9100129722,3.2528389722
46.37000544,6.3267256118
43.5858521752,4.8767247051
46.3691319333,6.3263789862
45.2093516,5.6075633056
46.3689546802,6.326073687
51.0414459676,2.4229852483
46.1272050731,-0.8498699963
47.5860921,1.3359475
47.6212743949,-2.7151331306
48.6241213186,-1.7762151361
47.8612329599,-4.0948401135
47.682444769,0.0188036172
44.86343,-0.65773
45.910023,3.2528609722
47.8615410769,-4.0952434295
48.66322401,2.54799354
43.046557,3.0557091
43.046557,3.0557091
43.046557,3.0557091
50.6402499964,3.0636152832
45.1452560425,5.7169232368
46.1272050731,-0.8498699963
47.8613406127,-4.0950024827
47.5860921,1.3359475
49.0478405217,6.7099847272
45.19120311,5.6147356472
43.452887,3.8110511
43.624464,4.0916871
