Latitude,Longitude
44.3869629852,4.2849260955
43.85481524,3.70979191
43.4375495228,6.1049457639
43.6394126842,5.1651601082
43.6572617257,3.8879508153
43.6685729322,3.8840571882
43.6639817449,3.8818707512
43.5949583333,3.55054
43.2890281667,2.8282630278
43.4922955956,3.6780586032
43.3710471075,6.2926177494
43.3231484652,2.5370825546
43.637247,3.862129
43.7149598193,4.1742101403
43.6641970269,3.8811663095
43.323018984,2.5317634646
43.6260440806,3.8351449394
43.7287151575,4.1626917529
43.0861166667,2.9607466667
43.6621230435,3.5285418481
43.6624077926,3.5294256359
43.6624170093,3.5294360295
43.6640997665,3.5292016715
43.755642311,3.7272771075
43.5965322167,3.8761091977
43.5963335966,3.8760615885
43.663390094,3.5289783776
43.6633374625,3.5290447623
43.6641858677,3.5292328522
43.6878560969,3.9312872663
43.5019444444,3.6013888889
43.54556199,3.815774918
43.4389616667,3.205805
43.7138453748,4.0010202666
43.6218500524,3.803690109
43.7447117615,3.7290470302
43.1793212972,2.7834577944
43.6690870997,4.0113512
43.7180567101,4.1500065379
43.4550363944,3.7551274948
43.656359248,3.8439816843
43.778708,3.869795
43.1160926418,6.1414117366
43.8725487728,3.704068173
43.5625989722,3.7433559722
43.6618861905,3.8811300593
43.659711,3.8280699722
43.1794577138,2.7836586256
43.1794452667,2.7835309692
43.4735033333,3.3449466667
43.7135467528,4.8922424314
43.1441667867,3.0627398784
43.3754301112,5.518524182
43.7705471399,4.1222387552
43.5950901418,3.8763039932
43.6624213752,3.5295104608
43.1134195,3.1220416667
43.7245729838,4.0357351676
43.7705471399,4.1222387552
43.7705471399,4.1222387552
43.6159068,3.4581457
43.8600025621,3.78549546
43.8599665419,3.7856185064
43.5803413389,3.5658919811
43.3601074217,3.2522339819
43.6367963131,3.4424647316
43.754291075,4.5022804851
43.0851028299,2.972029527
43.7056783333,4.726485
43.2313177368,6.1624027595
43.6382046314,3.8923818246
43.7112167,3.9684988
43.8656999481,3.792040451
43.8622587065,3.7973373894
43.0861381467,6.0501161095
43.7097088109,3.7324121889
43.8667074399,3.7921544449
43.8250211794,3.7651103475
43.611297,3.812357
43.6258473287,3.4477571557
