Latitude,Longitude
43.890841,4.679413
44.56707476,5.5110805029
43.1600861111,2.8489527778
43.8656480615,3.8143332802
43.9625499066,4.7925591759
43.0035949,6.3944268
43.354066,2.7466
43.3710898344,6.2921096385
43.6766013641,3.6717690888
43.1569417943,5.9142685309
43.5161283333,7.0563666667
43.6785961637,3.3448311225
43.5222246735,5.4653830826
43.1326559722,5.951188
43.6799623701,3.8500820473
44.005,4.8726666667
43.6730652682,0.508079119
44.44823,5.3192466667
44.1195458787,5.0263239071
43.840718816,4.3500904313
43.2775470037,5.4519158306
43.3709219115,6.2926115468
44.3228416667,3.6121166667
43.6706190625,4.3427724507
43.3177770518,5.5935324516
43.8651834333,4.6796929
43.1112441181,6.126501672
43.59549346,7.062124908
43.4859300747,3.6126367868
43.640813,3.858921
44.016765347,4.4252445549
43.5228324,5.2582247
43.6540116667,3.3346216667
43.3531,2.7805083333
43.6860747,3.8657135
44.31670493,3.6669418216
43.9728705952,4.6784605086
43.6643920741,3.7210410126
42.8101166667,2.89245
42.8104633333,2.8936083333
43.3280457857,5.5278466544
43.6429027778,3.89065
44.3177251581,3.6647286639
44.312550952,3.6572555744
43.2160257925,5.5377011374
43.6144177069,3.8443745228
43.1341401641,5.839509666
43.2413716667,5.406175
42.6437039951,2.9664988368
43.3068160255,5.3986560926
43.887808499,5.8285229655
44.5018416667,1.22378
43.9730616667,4.78955
43.21311,5.5366716667
43.4926546419,3.6773675359
43.8257409674,3.7775819376
43.832483229,3.6432490119
42.9233932863,2.942936113
43.5994322878,3.8733817264
43.69798,3.862765
42.9333568894,3.0013130521
43.5978975623,3.608950156
43.6015828816,3.6190439295
43.4929502815,3.6759799034
43.4921867835,3.678277076
43.6453224352,3.7954638143
43.7750020879,4.9605782764
43.1084529357,5.9368402418
43.9229868,3.7587538
43.6469816,3.8071842
43.6144447327,3.1859469414
43.638552,3.864882
44.5535527778,4.6013777778
43.4964418462,4.4276320562
43.4571111111,3.4252083333
43.0290945,2.9679366667
43.6355306426,3.8129421696
43.6380366667,3.8083833333
43.6477945855,3.7975137681
43.6010799048,3.8657099381
50.728776,1.5973029722
43.6979062936,3.6722802447
43.7143001205,4.9821032413
43.6954633333,3.8641283333
43.8639611267,3.9043088539
43.8185680573,3.7814784043
43.3790245735,2.9149469733
43.3753318786,2.9114379881
43.3163194251,2.5248226896
42.7824000622,2.5323278457
42.827105,2.9223716667
43.1295309076,5.9490614757
43.6713289,3.8590525
43.4923562069,3.677963354
47.7096116667,3.1690333333
43.7348707457,4.1697602616
44.2850576109,5.282018861
43.4933609387,3.6742106451
43.4933559756,3.6743051446
43.8345375058,3.8813040256
43.631774432,3.8465207461
43.3862916667,3.4622916667
43.6852936944,4.0975679444
43.5698654907,5.7491008281
43.637247,3.862129
43.637247,3.862129
43.637247,3.862129
43.637247,3.862129
43.637247,3.862129
43.2145147655,5.5353726447
43.841655342,4.8419770226
43.6423187256,3.7986736297
43.2857590754,2.8920962289
44.5716234597,4.6329558268
43.6250574477,3.6405478496
43.6440367034,3.285287477
43.35302,2.78057
43.0985984578,2.8121888638
43.1132432934,3.1007291749
43.6840866667,3.8077283333
44.3153793028,3.6627444997
46.0095971,4.7174047997
46.0095700997,4.7174146997
43.5421216667,3.8469133333
43.6038166667,3.8496416667
42.8583476108,2.7197565883
43.54556199,3.815774918
43.7889216667,4.4028533333
43.7010224027,3.8686447288
43.7006639904,3.8688896718
43.5824372995,5.001203008
43.6324342964,3.856812045
43.6141031351,3.8741642609
43.6245444444,3.87055
43.6372458499,3.8354574936
43.1802507844,5.5917969346
43.183904991,2.8094140273
43.537816,3.5014648
43.6731632391,3.7227978185
43.826196,3.7700279722
43.6409892625,3.8669300246
43.7184927588,4.1492263514
43.6259373335,3.8356111964
43.9560661111,3.6515979722
42.9166813095,3.0536589095
43.4668165447,5.5750093607
43.2057918,5.5033199
43.0281333923,2.9909000397
43.9028960467,5.8134774026
43.4925186341,3.6777123667
44.2806648416,1.1264233514
43.8198084505,3.7282339856
43.7400989,3.7678728
43.924543459,3.7919558957
43.4869390555,3.6558987994
43.5514115957,3.8367785587
43.1926319542,3.1799653172
45.3833169325,4.7301828861
43.3405420161,5.4739169041
43.5064444166,3.6669149122
43.5064801113,3.6668712742
43.8582940481,5.2212014534
43.6184188,3.8356736
43.6565631305,3.4982627258
44.0280133333,3.7762083333
43.656359248,3.8439816843
43.863,5.781
43.0794048915,5.8967989748
43.5698471069,2.9666717052
44.4668518048,5.2133902534
43.5254623123,3.7019428879
44.0135355999,4.7720075771
43.6326621599,3.8701097667
43.93985,3.5622027778
44.1378166667,5.0999416667
43.6841888889,3.807775
43.6840972222,3.8078166667
42.8328315,2.9196905
43.93385,3.5619888889
43.4173980712,3.0596642196
43.6447728694,3.3729556203
44.285478949,0.5130775769
44.1616792077,4.9559450895
43.8360153448,4.4063426927
45.8437149661,5.0712474668
43.9713935852,4.369743824
43.111905214,6.1366159469
43.0100083955,6.3914935291
43.1195318992,6.1606093124
43.1164817808,6.1424779892
43.7185974119,7.1471772192
43.3274055556,5.612675
43.890583,3.510036
43.9302222222,3.7868888889
43.00523274,6.37646907
43.7758416667,3.804975
43.9297729722,3.783141
44.5803616667,4.4461216667
44.0426310663,5.0073634807
43.7828250256,3.7767424532
43.6188866409,3.8476357619
44.6338705258,1.2558213249
43.86473,4.39977
44.2059687758,5.0254344195
43.812058,3.7419859722
44.2707285353,5.7760422304
44.2742217524,5.7814851031
43.7772555997,3.8674254997
44.4513595119,5.9546337649
43.5133565419,3.2728797197
43.7738304138,3.7161786556
43.63666936,1.49637269
43.6534538006,3.3878295141
44.3689481,4.4618022
43.9915313721,3.8613948822
43.7213664223,3.5878775606
43.1141138333,5.8163133333
43.385226,3.454094
43.9795616667,5.7767416667
43.91702209,3.71826492
42.8849654032,2.9421883706
