Latitude,Longitude,ID,Date
43.8203333333,3.8315983333,164263131,2023-05-28
43.8454416667,3.8722683333,163880467,2023-05-21
43.7789966081,3.8116959027,149179616,2022-06-11
43.8262033333,3.69214,145115319,2022-06-12
43.7316766667,3.710965,145056477,2022-06-11
43.8843747435,1.8099777773,144230451,2021-07-21
44.3933110394,4.1775690392,144218294,2022-06-27
43.9046385977,3.7358646183,137123905,2022-06-26
46.174864,-1.093487,135369714,2015-07-16
45.75032,0.2608366667,134439898,2021-06-03
44.3931058158,4.4009745295,133622261,2022-07-10
44.2006533333,4.5086416667,132987310,2022-07-01
44.6555551448,5.1222219318,130090207,2022-07-30
46.637729278,0.3936474089,129786144,2022-07-12
44.3925089434,4.179639034,129553006,2022-08-05
44.1363203811,0.3401279077,129520687,2021-06-29
43.92133954,3.4377207,128282641,2022-07-28
44.5661527676,4.545279108,128019128,2022-07-16
44.0390533154,5.8247320446,127323189,2022-07-06
44.0049774241,5.7019472745,127268639,2022-07-11
43.5618237166,6.0072338954,127127239,2022-06-29
44.5770633333,4.5039083333,126961574,2022-07-03
44.4361111111,0.3319444444,126665706,2022-07-02
44.2594033333,4.1329083333,125568441,2022-07-10
45.0263044847,5.6455500279,125210614,2022-07-07
43.887808499,5.8285229655,125034806,2022-07-05
43.8991008229,5.8739834279,124854590,2022-07-03
43.1903878549,1.2479561676,124571797,2022-07-03
46.1495090017,-1.1167252095,124538499,2022-07-01
46.5586527397,0.5077177356,124281218,2022-06-17
44.4996974203,1.6520540044,124267828,2022-06-28
43.9236656153,3.7526836423,124243809,2022-06-28
43.923525351,3.7363667754,124243798,2022-06-30
43.9303779444,5.8478298056,124114012,2022-06-28
43.8939629722,3.5104169722,123863343,2022-06-20
46.0792368041,-0.7148244604,123858173,2022-06-27
44.3933111111,4.1775694444,123736974,2022-06-26
44.119022,3.920423,123735244,2022-06-27
46.122031752,-1.0814504944,123726227,2022-06-27
44.3782291729,4.1742541641,123691133,2022-06-24
44.6562579911,0.0182862952,123502327,2022-06-25
44.4790153503,4.3501186371,123349137,2022-06-11
43.8745416667,3.5838777778,122639613,2022-06-19
43.6263841431,3.835102024,122517404,2022-06-19
46.6860039734,0.2469181269,122460276,2022-06-19
46.6860039734,0.2469181269,122460223,2022-06-15
43.6956365487,1.3549343124,122459453,2022-06-17
43.677941,1.461201,122138193,2022-06-14
43.737903015,3.541902937,122133236,2022-06-14
43.6330709,3.8389264,121724832,2022-06-13
45.7548389626,4.7897135094,121713862,2022-06-12
44.5151530169,4.3069380793,121706877,2022-06-12
43.6340747003,3.889054209,121395898,2022-06-10
44.672695,5.1817316667,121378235,2022-06-04
45.7603309115,4.7348462669,121067852,2022-05-24
43.7424966667,3.7527533333,120525190,2013-07-25
43.7152555772,1.4756011963,118553318,2022-05-22
43.9512509222,3.7502739813,118423537,2022-05-06
43.8679165531,3.7918781117,118174289,2021-06-30
43.4425224009,3.5405124482,115703192,2019-07-14
43.9248369722,3.787872,109218091,2014-07-04
43.7941696855,3.275702175,108529564,2021-10-08
43.4064472222,3.1751861111,98277939,2020-07-04
45.7753611007,4.8171105981,97682827,2021-07-04
43.614020846,1.5720041469,94454250,2018-07-01
45.9602666667,4.65325,93714568,2021-08-09
43.6133936001,1.5735822916,91054262,2021-07-10
47.7972248462,3.5633656383,90573774,2021-07-27
45.7986111111,4.825,90032430,2021-07-25
44.5623338,-0.2297789,88799571,2021-07-14
43.590605,1.56298,88615605,2021-07-18
45.4631580643,6.058193855,88360974,2021-07-09
44.8908636368,1.2172920629,87963354,2021-07-18
45.8679078119,0.1870701957,87742275,2021-07-16
43.7882005187,3.6658173054,87694364,2021-07-16
43.8269097427,3.6907752664,87603380,2021-07-15
43.9664993286,3.5189731121,87278184,2021-07-14
43.6366589736,1.4962595701,87260001,2021-07-13
43.6894383333,1.7938583333,87186456,2021-07-09
45.9700673211,-0.5625521299,86975593,2021-07-06
43.9743262661,3.5916314274,86867942,2021-07-05
43.8185583333,0.443245,86302964,2021-07-05
45.933707674,0.067301318,85908143,2021-07-02
44.4009466667,4.1868083333,85787891,2021-07-02
44.472309,1.4056219722,85764839,2021-07-02
45.213646,5.7494794,85329618,2021-06-30
45.213646,5.7494794,85329548,2021-06-25
42.9985965982,2.1217255667,85312085,2021-06-25
46.1272050731,-0.8498699963,85110959,2021-06-22
